Test,Loc,Year,Genotype,Code,Rep,Plot,FC,MD,AgScore,PB,HT,DET,LOD,Yield,SDWT,Estimated_Seed_Count,Oil,Protein,Protein_Plus_Oil
Yield Test 2,Cas,2019,N18-1747,74,3,124,W,57,1.5,T,32,D,1.5,1588.342482,NA,NA,19.4,47.02,66.42
Yield Test 2,Cas,2019,N18-1630,58,3,125,W,56,2.5,T,21,D,1,1126.95307,NA,NA,21.54,44.7,66.24
Yield Test 2,Cas,2019,N18-1572,48,3,126,P,62,1.5,T,26,D,1.5,1388.162948,NA,NA,21.61,44.7,66.31
Yield Test 2,Cas,2019,N18-1745,73,3,127,W,62,1.5,T,32,D,1.5,2079.248388,NA,NA,21.85,43.87,65.72
Yield Test 2,Cas,2019,N18-1674,66,3,128,W,62,2.5,T,28,D,1.5,1829.356864,NA,NA,21.93,45.16,67.09
Yield Test 2,Cas,2019,N18-1699,70,3,129,W,56,2,T,26,I,1.5,1591.449481,NA,NA,20.18,48.86,69.04
Yield Test 2,Cas,2019,N18-1763,77,3,130,P,56,1,T,28,D,1.5,1836.01472,NA,NA,20.93,46.47,67.4
Yield Test 2,Cas,2019,N18-1818,82,3,131,P,52,1.5,T,28,D,1,1614.751976,NA,NA,19.45,49.67,69.12
Yield Test 2,Cas,2019,N18-1822,84,3,132,W,62,2,T,31,D,1.5,1403.697945,NA,NA,20.43,45.59,66.02
Yield Test 2,Cas,2019,N18-1731,72,3,133,W,55,1,T,32,D,1.5,1983.81912,NA,NA,22.08,44.63,66.71
Yield Test 2,Cas,2019,N18-1812,80,3,134,P,56,2.5,T,32,D,2,1530.862993,NA,NA,21.95,43.08,65.03
Yield Test 2,Cas,2019,N18-1821,83,3,135,W,62,3,T,20,D,1.5,1199.745627,NA,NA,21.74,43.54,65.28
Yield Test 3,Cas,2019,N18-1950,29,1,1,P,49,2.5,T,32,D,2,1551.502346,19.3,3622.279793,25.48,41.77,67.25
Yield Test 3,Cas,2019,N18-1990,39,1,2,P,48,4,G,24,D,2,1044.617586,16.1,2923.602484,23.93,44.26,68.19
Yield Test 3,Cas,2019,N13-47,42,1,3,P,48,3.5,T,32,D,2.5,1597.219623,14.8,4862.837838,26.41,38.41,64.82
Yield Test 3,Cas,2019,N18-1910,19,1,4,P,48,3.5,T,28,D,2,1455.85115,17.5,3748.571429,23.57,43.78,67.35
Yield Test 3,Cas,2019,N18-1937,26,1,5,P,50,3,T,30,D,2,1504.453498,17.5,3873.714286,21.76,46.63,68.39
Yield Test 3,Cas,2019,N18-1923,21,1,6,P,51,4,T,26,D,2,1535.74542,17.9,3865.921788,23.97,42.1,66.07
Yield Test 3,Cas,2019,LMN09-19,41,1,7,S,53,4,T,24,D,2,885.9386875,18.4,2169.565217,21.31,49.34,70.65
Yield Test 3,Cas,2019,N18-1991,40,1,8,P,49,2,T,34,I,1.5,1468.501076,19.7,3358.883249,20.63,47.64,68.27
Yield Test 3,Cas,2019,N18-1929,23,1,9,P,46,2.5,T,32,D,2,1391.491876,16.2,3870.37037,21.27,48.39,69.66
Yield Test 3,Cas,2019,N18-1884,16,1,10,P,44,4,T,23,D,1.5,479.143694,15.4,1401.948052,23.61,43.79,67.4
Yield Test 3,Cas,2019,N18-1840,4,1,11,P,48,2.5,T,28,D,2,1440.76001,17.9,3626.815642,24.11,44.1,68.21
Yield Test 3,Cas,2019,N18-1932,24,1,12,P,56,2.5,T,28,D,1.5,2158.698801,22,4421.363636,23.21,44.03,67.24
Yield Test 3,Cas,2019,N18-1963,34,1,13,P,54,2,G,30,D,2,1594.334552,17.9,4013.407821,23.93,43.93,67.86
Yield Test 3,Cas,2019,N18-1936,25,1,14,P,48,1.5,T,34,I,1.5,1481.372931,17.8,3750,24.21,42.17,66.38
Yield Test 3,Cas,2019,N18-1960,32,1,15,P,52,2,T,40,I,2,1473.383504,18.4,3608.152174,19.81,48.9,68.71
Yield Test 3,Cas,2019,N.C. Raleigh,45,1,16,W,62,3,T,24,D,1.5,1723.496956,14.7,5282.993197,25.28,39.24,64.52
Yield Test 3,Cas,2019,N18-1860,10,1,17,P,48,2.5,G,28,I,2,1171.560704,16.7,3161.077844,22.19,46.86,69.05
Yield Test 3,Cas,2019,N18-1844,5,1,18,P,55,2.5,T,38,I,2,1902.149421,18.7,4583.42246,24.03,43.16,67.19
Yield Test 3,Cas,2019,N18-1861,11,1,19,P,48,2.5,G,46,I,2.5,1349.769313,15.9,3825.157233,23.17,44.56,67.73
Yield Test 3,Cas,2019,N18-1857,8,1,20,P,55,3.5,T,32,I,3,1632.506259,19,3871.578947,23.89,44.27,68.16
Yield Test 3,Cas,2019,N18-1925,22,1,21,P,55,2.5,G,32,I,2.5,1223.713909,17.5,3150.857143,22.51,43.42,65.93
Yield Test 3,Cas,2019,N18-1962,33,1,22,P,49,2.5,T,37,D,2.5,1927.227345,17.2,5048.837209,22.83,45.08,67.91
Yield Test 3,Cas,2019,N18-1944,27,1,23,P,51,2.5,T,33,I,2,1800.506155,15.1,5372.847682,21.26,45.82,67.08
Yield Test 3,Cas,2019,N18-1837,2,1,24,P,54,2,T,38,I,2,1815.375367,19.7,4152.284264,22.77,44.88,67.65
Yield Test 3,Cas,2019,Dilday,44,1,25,P,56,2,G,34,I,1.5,2392.61147,18.8,5734.574468,24.35,38.5,62.85
Yield Test 3,Cas,2019,N18-1959,31,1,26,P,51,3,T,39,I,2.5,1806.720154,19.4,4196.391753,20.25,47.34,67.59
Yield Test 3,Cas,2019,N18-1982,38,1,27,P,53,4,T,24,D,2.5,2205.303792,19.6,5069.897959,22.36,45.59,67.95
Yield Test 3,Cas,2019,Dunphy,43,1,28,P,62,2,G,23,D,1.5,2059.052891,19.8,4685.858586,21.75,43.07,64.82
Yield Test 3,Cas,2019,N18-1946,28,1,29,P,62,2,T,29,D,1.5,1904.146778,17.7,4847.457627,21.74,47.35,69.09
Yield Test 3,Cas,2019,N18-1835,1,1,30,P,62,2.5,T,34,I,2,1500.458784,18.5,3654.594595,22.75,46.71,69.46
Yield Test 3,Cas,2019,N18-1864,12,1,31,P,50,3,T,36,I,2,1206.625412,17.1,3179.532164,21.46,48.1,69.56
Yield Test 3,Cas,2019,N18-1855,6,1,32,P,56,2.5,T,30,I,2,1387.053306,20,3125,22.09,48.12,70.21
Yield Test 3,Cas,2019,N18-1966,35,1,33,P,62,2.5,T,38,D,2.5,1709.29353,17.3,4452.023121,21.19,48.2,69.39
Yield Test 3,Cas,2019,N18-1875,14,1,34,P,51,2,T,30,D,2,1057.933297,18,2648.333333,21.51,47.36,68.87
Yield Test 3,Cas,2019,N18-1870,13,1,35,P,54,2.5,T,36,I,2,1657.140325,17.8,4194.94382,21.3,47.91,69.21
Yield Test 3,Cas,2019,N18-1856,7,1,36,P,64,2,G,40,I,2,1751.903807,18.3,4313.661202,20.79,47.72,68.51
Yield Test 3,Cas,2019,N18-1838,3,1,37,P,62,2.5,G,34,D,1.5,1497.795642,16.9,3993.491124,21.9,46.54,68.44
Yield Test 3,Cas,2019,N18-1906,17,1,38,P,62,2.5,T,35,D,1.5,1601.214336,18.4,3921.195652,22.36,44.99,67.35
Yield Test 3,Cas,2019,N18-1882,15,1,39,P,50,2.5,T,36,I,2,1469.38879,18.3,3618.032787,21.38,48.48,69.86
Yield Test 3,Cas,2019,N18-1981,37,1,40,P,56,2,T,27,D,1.5,1260.775973,15.5,3665.16129,20.11,48.96,69.07
Yield Test 3,Cas,2019,N18-1858,9,1,41,P,51,2,T,38,D,1.5,1491.359714,17.3,3884.393064,21.75,46.41,68.16
Yield Test 3,Cas,2019,N18-1908,18,1,42,P,62,2.5,T,36,D,2,1725.494312,20.4,3811.27451,23.52,41.59,65.11
Yield Test 3,Cas,2019,N18-1922,20,1,43,P,62,2,G,33,D,2,1538.85242,17.2,4031.395349,22.45,44.02,66.47
Yield Test 3,Cas,2019,N18-1953,30,1,44,P,62,2.5,T,29,I,1.5,1659.359611,21.3,3510.328638,21.5,46.11,67.61
Yield Test 3,Cas,2019,N18-1978,36,1,45,P,62,1.5,G,33,D,1.5,1632.506259,19.8,3715.151515,21.45,45.58,67.03
Yield Test 3,Cas,2019,N18-1906,17,2,46,P,62,2,T,34,I,1.5,1799.84037,18.6,4360.215054,23.83,43.24,67.07
Yield Test 3,Cas,2019,N18-1837,2,2,47,P,51,2.5,T,31,I,2,1499.349141,19.1,3537.172775,22.61,43.63,66.24
Yield Test 3,Cas,2019,N18-1960,32,2,48,P,62,2,G,40,D,1.5,1235.698049,17.6,3163.636364,20.27,47.09,67.36
Yield Test 3,Cas,2019,N18-1978,36,2,49,P,62,2,G,32,I,1.5,1869.525928,19.1,4410.471204,23.05,44.03,67.08
Yield Test 3,Cas,2019,N13-47,42,2,50,P,55,3,T,40,I,2.5,1455.85115,17.6,3727.272727,23.98,41.06,65.04
Yield Test 3,Cas,2019,N18-1875,14,2,51,P,51,1.5,T,32,I,1.5,1346.662314,17.8,3408.988764,21.46,46.96,68.42
Yield Test 3,Cas,2019,N18-1936,25,2,52,P,56,2,T,46,I,1.5,1858.429501,19.5,4294.358974,23.21,43.25,66.46
Yield Test 3,Cas,2019,N18-1923,21,2,53,P,62,1.5,T,34,D,1,1686.212963,18.2,4174.725275,23.32,42.16,65.48
Yield Test 3,Cas,2019,N18-1991,40,2,54,P,56,2,T,36,I,2,1443.423152,21.3,3053.521127,20.74,47.92,68.66
Yield Test 3,Cas,2019,N18-1990,39,2,55,P,62,1.5,G,36,D,1.5,1544.84449,17.6,3955.113636,22.36,44.53,66.89
Yield Test 3,Cas,2019,N18-1929,23,2,56,P,48,1.5,T,36,D,1.5,970.7153855,15.9,2750.943396,21.15,47.53,68.68
Yield Test 3,Cas,2019,N18-1981,37,2,57,P,51,2,T,25,I,1.5,1288.29511,16.1,3605.590062,20,49.56,69.56
Yield Test 3,Cas,2019,N18-1858,9,2,58,P,50,2,T,38,I,1.5,1369.964809,17.6,3507.386364,21.69,47.15,68.84
Yield Test 3,Cas,2019,N.C. Raleigh,45,2,59,W,62,3,T,30,D,1.5,2061.937962,15.5,5994.193548,25.05,39.57,64.62
Yield Test 3,Cas,2019,N18-1884,16,2,60,P,49,2.5,T,32,I,2.5,1010.440592,15.2,2995.394737,22.77,44.31,67.08
Yield Test 3,Cas,2019,N18-1946,28,2,61,P,62,1.5,T,32,D,1.5,1552.611988,16.8,4164.285714,22.22,46.18,68.4
Yield Test 3,Cas,2019,N18-1860,10,2,62,P,56,2,G,38,I,2,1812.490296,19.6,4166.836735,21.24,49.06,70.3
Yield Test 3,Cas,2019,N18-1953,30,2,63,P,62,2,T,34,D,1.5,1552.611988,19.3,3624.870466,22.72,43.29,66.01
Yield Test 3,Cas,2019,N18-1908,18,2,64,P,56,2,T,36,D,2,1723.275027,18.2,4266.483516,23.11,42.81,65.92
Yield Test 3,Cas,2019,N18-1838,3,2,65,P,56,2.5,T,34,I,2,1164.015134,15.8,3319.620253,21.63,46.64,68.27
Yield Test 3,Cas,2019,N18-1925,22,2,66,P,57,2,T,38,I,2,1495.798285,16.9,3988.16568,23.16,42.68,65.84
Yield Test 3,Cas,2019,N18-1882,15,2,67,P,52,1.5,T,37,I,1.5,1404.807588,16.8,3767.857143,20.61,49.45,70.06
Yield Test 3,Cas,2019,N18-1963,34,2,68,P,54,2,G,34,I,1.5,1191.312343,16.1,3334.161491,22.59,45.25,67.84
Yield Test 3,Cas,2019,N18-1861,11,2,69,P,51,2.5,T,46,I,2,1323.137889,17.4,3426.436782,21.86,46.8,68.66
Yield Test 3,Cas,2019,N18-1910,19,2,70,P,57,2,T,32,I,2,1543.29099,17.9,3884.916201,22.8,44.22,67.02
Yield Test 3,Cas,2019,N18-1844,5,2,71,P,57,2.5,T,36,I,2,1490.693929,18.7,3591.97861,23.61,43.61,67.22
Yield Test 3,Cas,2019,Dilday,44,2,72,P,62,1.5,G,30,D,1,1854.878645,18.5,4517.837838,24.07,39.85,63.92
Yield Test 3,Cas,2019,N18-1870,13,2,73,P,53,2,T,34,D,2,1363.085025,15.1,4067.549669,22.13,46.61,68.74
Yield Test 3,Cas,2019,N18-1855,6,2,74,P,54,1.5,T,35,I,1.5,1788.743943,19.8,4070.707071,22.35,46.02,68.37
Yield Test 3,Cas,2019,N18-1840,4,2,75,P,49,2,T,32,I,1.5,1358.202597,15.5,3948.387097,24.99,41.86,66.85
Yield Test 3,Cas,2019,N18-1922,20,2,76,P,56,2,T,32,I,1.5,1583.681982,16.5,4324.848485,22.3,44.15,66.45
Yield Test 3,Cas,2019,N18-1950,29,2,77,P,51,2.5,T,40,I,2,1704.633031,20.3,3783.743842,23.23,44.34,67.57
Yield Test 3,Cas,2019,N18-1857,8,2,78,P,56,3,T,33,I,1.5,1719.280314,18.7,4142.780749,23.09,44.68,67.77
Yield Test 3,Cas,2019,LMN09-19,41,2,79,S,64,1.5,G,40,D,1.5,1800.950012,20.8,3901.442308,19.05,51.41,70.46
Yield Test 3,Cas,2019,N18-1835,1,2,80,P,56,3,T,40,I,2.5,980.7021693,16.3,2711.042945,23.03,45.39,68.42
Yield Test 3,Cas,2019,N18-1864,12,2,81,P,49,2,T,34,I,2,1153.584493,16.4,3169.512195,21.88,46.88,68.76
Yield Test 3,Cas,2019,N18-1962,33,2,82,P,50,3,T,36,I,2,1640.939543,14.6,5064.383562,23.35,44.6,67.95
Yield Test 3,Cas,2019,Dunphy,43,2,83,P,50,2,G,23,D,1,1734.815311,15.5,5043.225806,23.85,37.95,61.8
Yield Test 3,Cas,2019,N18-1932,24,2,84,P,62,1.5,T,38,D,1,1461.84322,19.3,3412.953368,22.47,44.14,66.61
Yield Test 3,Cas,2019,N18-1856,7,2,85,P,62,1.5,G,40,I,1.5,1350.21317,17.7,3437.288136,20.44,48.26,68.7
Yield Test 3,Cas,2019,N18-1944,27,2,86,P,50,2.5,T,28,D,1.5,1012.659877,14.4,3168.75,21.51,45.17,66.68
Yield Test 3,Cas,2019,N18-1982,38,2,87,P,46,3,T,28,I,1.5,1454.963436,18,3642.222222,23.73,44.17,67.9
Yield Test 3,Cas,2019,N18-1937,26,2,88,P,49,2.5,T,42,I,2,1131.835498,18.1,2817.679558,22.02,46.17,68.19
Yield Test 3,Cas,2019,N18-1959,31,2,89,P,51,3,T,40,I,2.5,1476.268574,18.1,3675.138122,22.06,45.38,67.44
Yield Test 3,Cas,2019,N18-1966,35,2,90,P,52,3.5,T,34,I,2,1147.814352,16.1,3212.42236,22.02,45.72,67.74
Yield Test 3,Cas,2019,N18-1929,23,3,91,P,50,2,T,37,D,2,896.1473998,NA,NA,20.94,45.78,66.72
Yield Test 3,Cas,2019,N18-1959,31,3,92,P,51,3,T,42,I,2.5,1292.511752,NA,NA,21.84,45.51,67.35
Yield Test 3,Cas,2019,Dilday,44,3,93,P,52,2,G,32,I,1.5,1498.239499,NA,NA,23.43,40,63.43
Yield Test 3,Cas,2019,N18-1936,25,3,94,P,51,1.5,T,36,I,1.5,1364.416596,NA,NA,23.54,43.29,66.83
Yield Test 3,Cas,2019,N18-1950,29,3,95,P,51,2,T,36,I,1.5,1288.960896,NA,NA,23.08,44.28,67.36
Yield Test 3,Cas,2019,N18-1870,13,3,96,P,50,1.5,T,34,I,1.5,1286.075825,NA,NA,21.54,47.39,68.93
Yield Test 3,Cas,2019,N18-1861,11,3,97,P,48,2,G,38,I,2,1125.843427,NA,NA,22.36,45.63,67.99
Yield Test 3,Cas,2019,N18-1944,27,3,98,P,55,2.5,T,28,I,1.5,1195.307057,NA,NA,21.73,45.05,66.78
Yield Test 3,Cas,2019,N18-1844,5,3,99,P,55,2,T,36,I,2,1432.770583,NA,NA,23.4,44.17,67.57
Yield Test 3,Cas,2019,Dunphy,43,3,100,P,56,2.5,S,30,D,1.5,1367.745524,NA,NA,23.11,39.15,62.26
Yield Test 3,Cas,2019,N18-1962,33,3,101,P,51,2,T,30,I,1.5,919.8937524,NA,NA,23.42,44.15,67.57
Yield Test 3,Cas,2019,N18-1837,2,3,102,P,52,2,T,33,I,2,1466.725648,NA,NA,22.03,45.25,67.28
Yield Test 3,Cas,2019,N18-1864,12,3,103,P,48,2.5,T,34,I,1.5,1049.500013,NA,NA,22.57,44.83,67.4
Yield Test 3,Cas,2019,N18-1982,38,3,104,P,45,2.5,T,28,D,1.5,1277.642541,NA,NA,23.58,43.47,67.05
Yield Test 3,Cas,2019,N18-1923,21,3,105,P,51,2,T,31,I,1.5,1543.734847,NA,NA,23.41,41.68,65.09
Yield Test 3,Cas,2019,N18-1906,17,3,106,P,56,1,T,36,I,1.5,1564.3742,NA,NA,23.79,43.8,67.59
Yield Test 3,Cas,2019,N18-1953,30,3,107,P,56,1.5,T,32,I,1.5,1075.021794,NA,NA,22.79,43.73,66.52
Yield Test 3,Cas,2019,N18-1932,24,3,108,P,53,2.5,T,36,I,1.5,1028.194875,NA,NA,22.73,43.71,66.44
Yield Test 3,Cas,2019,N18-1908,18,3,109,P,54,1.5,T,38,I,1.5,1678.667393,NA,NA,23.75,41.99,65.74
Yield Test 3,Cas,2019,N18-1991,40,3,110,P,55,2,T,40,I,2,1246.12869,NA,NA,20.3,47.38,67.68
Yield Test 3,Cas,2019,N18-1966,35,3,111,P,57,1.5,T,40,I,1.5,1279.861826,NA,NA,21.51,45.77,67.28
Yield Test 3,Cas,2019,N18-1963,34,3,112,P,57,2.5,G,34,I,2,1391.048019,NA,NA,22.98,45.19,68.17
Yield Test 3,Cas,2019,N18-1856,7,3,113,P,54,2.5,T,46,I,2,1091.666434,NA,NA,21.77,45.89,67.66
Yield Test 3,Cas,2019,N18-1910,19,3,114,P,52,2,T,36,I,1.5,1364.416596,NA,NA,22.49,44.52,67.01
Yield Test 3,Cas,2019,LMN09-19,41,3,115,S,62,1.5,G,40,D,1.5,1527.755993,NA,NA,19.62,49.85,69.47
Yield Test 3,Cas,2019,N18-1981,37,3,116,P,51,1.5,T,26,I,1.5,1144.485424,NA,NA,20.67,47.56,68.23
Yield Test 3,Cas,2019,N18-1882,15,3,117,P,50,2,T,36,I,2,1237.251549,NA,NA,20.26,49.73,69.99
Yield Test 3,Cas,2019,N18-1835,1,3,118,P,55,3,T,43,I,2.5,1162.239706,NA,NA,22.96,45.69,68.65
Yield Test 3,Cas,2019,N.C. Raleigh,45,3,119,W,62,3,T,24,D,2,1344.886885,NA,NA,24.44,40.44,64.88
Yield Test 3,Cas,2019,N18-1840,4,3,120,P,49,3.5,T,27,D,1.5,1044.839514,NA,NA,24.75,41.69,66.44
Yield Test 3,Cas,2019,N18-1875,14,3,121,P,49,1.5,T,30,I,1.5,1053.05087,NA,NA,22.65,45.28,67.93
Yield Test 3,Cas,2019,N18-1838,3,3,122,P,50,2.5,T,38,I,2,1329.573817,NA,NA,20.44,48.77,69.21
Yield Test 3,Cas,2019,N18-1978,36,3,123,P,62,2.5,G,26,I,1.5,970.0495999,NA,NA,22.34,45.39,67.73
Yield Test 3,Cas,2019,N13-47,42,3,124,P,50,2,T,38,D,2,1420.120657,NA,NA,25.17,39.48,64.65
Yield Test 3,Cas,2019,N18-1858,9,3,125,P,49,1.5,T,38,I,1.5,1289.404753,NA,NA,21.22,46.62,67.84
Yield Test 3,Cas,2019,N18-1960,32,3,126,P,62,2,G,38,D,1.5,1347.993885,NA,NA,19.89,48.27,68.16
Yield Test 3,Cas,2019,N18-1857,8,3,127,P,56,2,T,30,I,1.5,1394.820804,NA,NA,23.02,45,68.02
Yield Test 3,Cas,2019,N18-1937,26,3,128,P,56,2.5,T,38,I,2.5,1155.58185,NA,NA,21.91,45.45,67.36
Yield Test 3,Cas,2019,N18-1884,16,3,129,P,48,2,T,32,I,2,1304.052036,NA,NA,22.78,44.52,67.3
Yield Test 3,Cas,2019,N18-1946,28,3,130,P,57,2,T,26,I,1.5,1196.860557,NA,NA,NA,NA,NA
Yield Test 3,Cas,2019,N18-1922,20,3,131,P,55,2,G,26,D,1.5,1285.853897,NA,NA,22.96,42.51,65.47
Yield Test 3,Cas,2019,N18-1855,6,3,132,P,57,1.5,T,33,I,1.5,1637.832543,NA,NA,22.04,46.51,68.55
Yield Test 3,Cas,2019,N18-1860,10,3,133,P,51,1.5,T,36,I,1.5,1134.942497,NA,NA,22.48,45.92,68.4
Yield Test 3,Cas,2019,N18-1990,39,3,134,P,55,2,T,36,D,1.5,1302.276608,NA,NA,21.95,45.06,67.01
Yield Test 3,Cas,2019,N18-1925,22,3,135,P,62,2.5,T,34,I,2,1567.4812,NA,NA,21.71,43.04,64.75
Yield Test 4,Cas,2019,N18-1918,71,1,1,P,57,2.5,T,34,I,2,1148.03628,17,3042.941176,21.81,43.78,65.59
Yield Test 4,Cas,2019,N.C. Raleigh,90,1,2,W,62,1.5,T,36,D,1.5,2234.820286,14.9,6758.389262,24.25,40.11,64.36
Yield Test 4,Cas,2019,N18-1839,48,1,3,P,55,3,T,36,I,2.5,1417.901371,11.3,5653.982301,23.05,43.72,66.77
Yield Test 4,Cas,2019,N18-1868,56,1,4,P,52,2,T,34,I,2,1383.280521,16.4,3800.609756,21.14,48.4,69.54
Yield Test 4,Cas,2019,N18-1993,83,1,5,P,55,2,T,34,I,2,1337.785172,16.9,3566.863905,22.41,43.59,66
Yield Test 4,Cas,2019,N18-1841,49,1,6,P,55,2.5,T,34,I,2,1872.854856,22,3835.909091,22.85,42.68,65.53
Yield Test 4,Cas,2019,N18-1911,69,1,7,P,54,3,T,32,I,2.5,1394.376947,19.1,3289.528796,20.98,47.53,68.51
Yield Test 4,Cas,2019,N18-1997,85,1,8,P,62,2.5,T,28,D,1.5,1622.741404,18.9,3868.783069,22.9,43.34,66.24
Yield Test 4,Cas,2019,N18-1897,65,1,9,P,64,2.5,G,36,I,1.5,1389.272591,18.8,3329.787234,22.23,47.91,70.14
Yield Test 4,Cas,2019,N18-1956,76,1,10,P,55,2.5,T,38,I,2,1796.067585,17.1,4732.748538,22.72,44.17,66.89
Yield Test 4,Cas,2019,N18-1876,58,1,11,P,63,2.5,T,38,D,2,1766.773019,20.1,3960.696517,20.51,47.5,68.01
Yield Test 4,Cas,2019,N18-1892,64,1,12,P,62,2,T,34,D,2,1335.787816,17.6,3419.886364,21.26,44.51,65.77
Yield Test 4,Cas,2019,N18-1878,59,1,13,P,62,2.5,T,28,I,2.5,1475.38086,19.7,3374.619289,21.05,46.81,67.86
Yield Test 4,Cas,2019,N18-1859,55,1,14,P,62,2,G,40,D,2,1412.797015,17.8,3576.404494,21.46,46.7,68.16
Yield Test 4,Cas,2019,N18-1851,54,1,15,P,55,2,G,38,I,2,1435.211797,17.4,3716.666667,21.11,46.09,67.2
Yield Test 4,Cas,2019,N18-1891,63,1,16,P,62,2,T,38,I,2,2005.346187,21,4302.857143,20.91,48.6,69.51
Yield Test 4,Cas,2019,N18-1973,81,1,17,P,62,3,T,34,I,3,1782.751873,22.9,3507.860262,22.91,45.77,68.68
Yield Test 4,Cas,2019,N18-1921,72,1,18,P,62,2.5,T,38,D,2,1553.94356,16.8,4167.857143,19.9,47.89,67.79
Yield Test 4,Cas,2019,N18-1890,62,1,19,P,65,2.5,T,32,I,2,1539.962062,22.1,3139.819005,21.06,46.48,67.54
Yield Test 4,Cas,2019,N18-1871,57,1,20,P,63,2,T,38,I,1.5,1787.856229,20.8,3873.076923,22.87,44.83,67.7
Yield Test 4,Cas,2019,LMN09-19,86,1,21,P,64,2,G,36,D,1.5,1964.955195,19.9,4449.246231,19.25,50.72,69.97
Yield Test 4,Cas,2019,N18-1971,80,1,22,P,56,3.5,T,32,I,2.5,1468.501076,17.2,3847.093023,21.05,49.19,70.24
Yield Test 4,Cas,2019,N18-1846,51,1,23,P,62,2,T,34,I,2,1738.144239,18.2,4303.296703,21.82,43.64,65.46
Yield Test 4,Cas,2019,N18-1967,78,1,24,P,64,2.5,T,38,I,2,2320.26277,22,4752.272727,21.82,44.26,66.08
Yield Test 4,Cas,2019,Dunphy,88,1,25,P,64,2,G,26,I,1,1964.511338,19,4658.947368,22.03,40.69,62.72
Yield Test 4,Cas,2019,N18-1970,79,1,26,P,62,2.5,T,36,I,2,1441.425795,19.5,3330.769231,21.57,45.7,67.27
Yield Test 4,Cas,2019,N18-1899,66,1,27,P,62,2.5,G,38,I,2.5,1753.901164,18.3,4318.579235,18.31,50.81,69.12
Yield Test 4,Cas,2019,N18-1880,60,1,28,P,62,2.5,T,36,I,2.5,1617.415119,17.9,4071.50838,21.45,43.31,64.76
Yield Test 4,Cas,2019,N18-1831,46,1,29,P,62,2.5,T,38,I,2,1774.540517,21,3807.619048,20.27,48.75,69.02
Yield Test 4,Cas,2019,N13-47,87,1,30,P,62,2.5,T,36,I,2,1896.157351,18.2,4694.505495,23.9,40.1,64
Yield Test 4,Cas,2019,Dilday,89,1,31,P,62,2.5,G,32,I,1,2421.906036,20.2,5402.475248,23.17,40.19,63.36
Yield Test 4,Cas,2019,N18-1924,73,1,32,P,64,2,T,32,I,2,1793.182514,17.9,4513.96648,20.68,46.07,66.75
Yield Test 4,Cas,2019,N18-1889,61,1,33,P,62,2.5,G,38,I,2,1511.777139,18,3784.444444,20.61,49,69.61
Yield Test 4,Cas,2019,N18-1979,82,1,34,P,62,2,T,34,I,1.5,1757.230092,17.3,4576.878613,21.38,45.79,67.17
Yield Test 4,Cas,2019,N18-1902,67,1,35,P,62,2.5,T,32,I,2,1651.814041,23.4,3180.769231,20.6,47.32,67.92
Yield Test 4,Cas,2019,N18-1916,70,1,36,P,72,2.5,G,36,I,2,1983.597192,20.3,4402.955665,20.58,44.93,65.51
Yield Test 4,Cas,2019,N18-1930,74,1,37,P,71,3,G,36,I,1.5,2064.157248,21.2,4387.264151,21.09,43.59,64.68
Yield Test 4,Cas,2019,N18-1849,52,1,38,P,65,2.5,T,32,I,3,1763.666019,17.8,4464.606742,21.07,44.26,65.33
Yield Test 4,Cas,2019,N18-1842,50,1,39,P,64,2.5,T,38,D,1.5,1686.434891,20.9,3635.885167,20.52,47.85,68.37
Yield Test 4,Cas,2019,N18-1904,68,1,40,P,71,3.5,T,38,I,3,2089.4571,20.3,4637.931034,21.43,45.41,66.84
Yield Test 4,Cas,2019,N18-1948,75,1,41,P,62,3,T,36,I,1.5,1464.506362,17.9,3686.592179,20.27,48,68.27
Yield Test 4,Cas,2019,N18-1832,47,1,42,P,64,2.5,T,38,I,2,1486.477287,20.3,3299.507389,22.15,44.24,66.39
Yield Test 4,Cas,2019,N18-1850,53,1,43,P,57,2,T,34,I,2,1552.168131,15.5,4512.258065,21.73,45.22,66.95
Yield Test 4,Cas,2019,N18-1965,77,1,44,P,64,3,T,40,I,2,1780.532588,20.8,3857.211538,20.67,49.41,70.08
Yield Test 4,Cas,2019,N18-1996,84,1,45,P,65,3,T,32,I,2,1509.113997,21.1,3222.748815,20.97,45.58,66.55
Yield Test 4,Cas,2019,N18-1993,83,2,46,P,64,2,T,28,D,1.5,1282.524969,18.3,3157.923497,23.19,42.58,65.77
Yield Test 4,Cas,2019,N18-1849,52,2,47,P,62,2.5,T,33,D,2.5,1537.29892,16.1,4302.484472,22,42.8,64.8
Yield Test 4,Cas,2019,N18-1839,48,2,48,P,62,2.5,T,32,I,2,1644.490399,12,6175,22.48,44.65,67.13
Yield Test 4,Cas,2019,N18-1904,68,2,49,P,63,2,T,34,I,2,1204.184198,18.6,2917.204301,21.89,44.21,66.1
Yield Test 4,Cas,2019,N18-1921,72,2,50,P,62,1.5,G,31,D,1.5,1679.555107,16.1,4700.621118,20.95,46.67,67.62
Yield Test 4,Cas,2019,N18-1911,69,2,51,P,62,1.5,T,38,D,1.5,1660.691182,18.9,3959.259259,21.01,48.02,69.03
Yield Test 4,Cas,2019,N18-1832,47,2,62,P,62,2,G,42,D,2,1413.462801,18.8,3387.765957,23.63,42.92,66.55
